,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
678,,重庆皓福汽车销售服务有限公司万盛分公司,"106.28613457379996,29.394581888671365",,重庆市万盛区西城大道636号（交巡警支队斜对面）,销售：023-48277811;服务：,,重庆市,500000,重庆市,500100,江津区,500116,,023-48277811,,,,,,,销售：023-48277811;服务：,重庆市,52130,,023-48277811,023-48277811,,,,,,,2020-11-09 15:02:00,2020-11-09 15:02:00,A49221,
679,,驻马店亮源汽车销售服务有限公司,"114.04091262376298,33.021982882006384",,驻马店驿城区开元大道与驿城大道交汇处北200米North 200m ofKaiyuan Ave Yicheng Ave. Yicheng Distr. Zhumadian,销售：0396-2183111;服务：TBD,463000,河南省,410000,驻马店市,411700,驿城区,411702,,0396-2183111,,,,,,,销售：0396-2183111;服务：TBD,驻马店市,81630,,0396-2183111,0396-2183111,,,,,,TBD,2020-11-09 15:02:00,2020-11-09 15:02:00,A51441,
680,,重庆建洲汽车销售服务有限公司武隆分公司,"107.38752093741597,29.7120174645415",,重庆市武隆区凤山街道龙湖路55号No.55  Longhu Road  Fengshan Street  Wulong Chongqing,销售：023-77779696;服务：,,重庆市,500000,重庆市,500100,涪陵区,500102,,023-77779696,,,,,,,销售：023-77779696;服务：,重庆市,51110,,023-77779696,023-77779696,,,,,,,2020-11-09 15:02:00,2020-11-09 15:02:00,A23076,
681,,唐山国和兴滦汽车销售服务有限公司,"118.1991329411863,39.644220831809015",,唐山市开平区西城路01-228号,销售：0315-3799158;服务：0315-3365861,063030,河北省,130000,唐山市,130200,路北区,130203,,0315-3799158,,,,,,,销售：0315-3799158;服务：0315-3365861,唐山市,11690,,0315-3799158,0315-3799158,,,,,,0315-3365861,2020-11-09 15:02:00,2020-11-09 15:02:00,A26835,
682,,肇庆美轮庆福汽车有限公司高要分公司,"112.51882849930603,23.11325627671743",,肇庆市高要区南岸街道要南三路38号No.38 Yaonan 3rd Road Nanan Gaoyao Zhaoqing,销售：0766-8328222;服务：,,广东省,440000,肇庆市,441200,端州区,441202,,0766-8328222,,,,,,,销售：0766-8328222;服务：,肇庆市,30870,,0766-8328222,0766-8328222,,,,,,,2020-11-09 15:02:00,2020-11-09 15:02:00,A17115,
683,,永康市福达汽车销售有限公司,"120.02197632361883,28.921272143057422",,永康市西城街道大徐粮库330国道旁Next to National Highway 330  Daxu Grain Depot  Xicheng Street  Yongkang City,销售：0579-87016188;服务：0579-87016177,321300,浙江省,330000,金华市,330700,永康市,330784,,0579-87016188,,,,,,,销售：0579-87016188;服务：0579-87016177,金华市,20830,,0579-87016188,0579-87016188,,,,,,0579-87016177,2020-11-09 15:02:00,2020-11-09 15:02:00,A12076,
684,,南京宁福汽车销售服务有限公司,"118.81622758090374,31.994384127538314",,南京市六合区江北新区宁六路349号江苏世纪车城Jiangsu Century Car City  No. 349  Ningliu Road  Jiangbei New District  Liuhe District  Nanjing,销售：025-86980000;服务：025-66616523,210048,江苏省,320000,南京市,320100,秦淮区,320104,,025-86980000,,,,,,,销售：025-86980000;服务：025-66616523,南京市,22310,,025-86980000,025-86980000,,,,,,025-66616523,2020-11-09 15:02:00,2020-11-09 15:02:00,A36903,
685,,德阳宗越汽车销售服务有限公司,"104.33257758247204,31.13841941492437",,德阳市旌阳区青衣江路,销售：;服务：,,四川省,510000,德阳市,510600,旌阳区,510603,,,,,,,,,销售：;服务：,德阳市,51660,,,,,,,,,,2020-11-09 15:02:00,2020-11-09 15:02:00,A30555,
686,,辽宁鑫盛特汽车销售服务有限公司,"114.01202819095218,22.5418406761401",,沈阳市浑南区浑南西路129号No 129  West of Hunnan Rd  Hunnan district  Shenyang,销售：024-31089777;服务：31088637,110000,广东省,440000,深圳市,440300,福田区,440304,,024-31089777,,,,,,,销售：024-31089777;服务：31088637,深圳市,10880,,024-31089777,024-31089777,,,,,,31088637,2020-11-09 15:02:00,2020-11-09 15:02:00,A17075,
687,,四川长征腾飞汽车销售服务有限公司,"104.16166041242884,30.62396179492839",,成都市三环路航天立交外侧155号（惠王陵西路口）No. 155 outside of the Third Ring Road Aerospace Interchange  Chengdu (Huiwangling West Road Intersection),销售：028-84630880;服务：028-88452889,610110,四川省,510000,成都市,510100,龙泉驿区,510112,,028-84630880,,,,,,,销售：028-84630880;服务：028-88452889,成都市,50260,,028-84630880,028-84630880,,,,,,028-88452889,2020-11-09 15:02:00,2020-11-09 15:02:00,A09295,
688,,丹阳福联汽车贸易有限公司,"119.6252245751368,32.04676844741575",,丹阳市开发区黄金塘东路（国际汽车城内）International Auto City  East huangJindang Rd  development Zone  Danyang,销售：;服务：0511-86587969,212300,江苏省,320000,镇江市,321100,丹阳市,321181,,,,,,,,,销售：;服务：0511-86587969,镇江市,20940,,0511-86587969,0511-86587969,,,,,,0511-86587969,2020-11-09 15:02:00,2020-11-09 15:02:00,A16815,
689,,杭州万联汽车有限公司,"120.32095609165785,30.45243729154095",,浙江省杭州市余杭区余杭经济开发区东湖北路222-3号No. 222-3， North donghu Rd  Yuhang Economy development zone  Yuhang district  Hangzhou  Zhejiang,销售：0571-89361888;服务：0571-89361888,311100,浙江省,330000,杭州市,330100,余杭区,330110,,0571-89361888,,,,,,,销售：0571-89361888;服务：0571-89361888,杭州市,21960,,0571-89361888,0571-89361888,,,,,,0571-89361888,2020-11-09 15:02:00,2020-11-09 15:02:00,A33945,
690,,石家庄和霖汽车销售服务有限公司,"114.48500054902371,38.0270870487373",,河北省石家庄市西2环与新石北路交叉口东南角Acrossroads of Xinshibei Rd & West 2nd ring Rd， Shijiazhuang  Hebei,销售：0311-89633777;服务：0311-89631229,215000,河北省,130000,石家庄市,130100,桥西区,130104,,0311-89633777,,,,,,,销售：0311-89633777;服务：0311-89631229,石家庄市,11190,,0311-89633777,0311-89633777,,,,,,0311-89631229,2020-11-09 15:02:00,2020-11-09 15:02:00,A32416,
691,,济南鸿发仁德汽车销售服务有限公司,"117.74811573186122,36.21087148447952",,山东省济南市莱芜高新区云台山路10号No.10  Yuntai mountain road  Laiwu high-tech zone  Jinan city  Shandong province,销售：0634-6029666;服务：0634-6029677,271100,山东省,370000,济南市,370100,莱芜区,370116,,0634-6029666,,,,,,,销售：0634-6029666;服务：0634-6029677,济南市,12300,,0634-6029666,0634-6029666,,,,,,0634-6029677,2020-11-09 15:02:00,2020-11-09 15:02:00,A40041,
692,,潍坊天盛汽车销售服务有限公司,"119.20528589925392,36.76734367876226",,潍坊市寒婷区海龙路309号No.309 Hailong Road Hanting District Weifang.,销售：0536-7360222;服务：0536-7393666,261031,山东省,370000,潍坊市,370700,寒亭区,370703,,0536-7360222,,,,,,,销售：0536-7360222;服务：0536-7393666,潍坊市,10580,,0536-7360222,0536-7360222,,,,,,0536-7393666,2020-11-09 15:02:00,2020-11-09 15:02:00,A11535,
693,,贵州万佳汽车销售服务有限公司湄潭分公司,"118.80567314825535,32.978190411735525",,湄潭县黄家坝街道夷州大道汽车博览城7栋2层2nd Floor  No. 7 Building  Auto Exhibition Park  Yizhou Avenue  Huangjiaba Street  Meitan County,销售：13314413445;服务：,,江苏省,320000,淮安市,320800,盱眙县,320830,,13314413445,,,,,,,销售：13314413445;服务：,淮安市,50720,,13314413445,13314413445,,,,,,,2020-11-09 15:02:00,2020-11-09 15:02:00,A16775,
694,,自贡四达翔辉汽车销售服务有限公司,"104.72942410922552,29.33891033565124",,自贡市贡井区长土镇洞桥村九组Group 9  Dongqiao Village Changtu Town  Gongjing District  Zigong,销售：0813-8213888;服务：0813-8213444,643000,四川省,510000,自贡市,510300,贡井区,510303,,0813-8213888,,,,,,,销售：0813-8213888;服务：0813-8213444,自贡市,50530,,0813-8213888,0813-8213888,,,,,,0813-8213444,2020-11-09 15:02:00,2020-11-09 15:02:00,A16635,
695,,贵州万佳汽车销售服务有限公司,"118.80567314825535,32.978190411735525",,贵州省遵义市播州区遵南大道黔北汽车城北五路直通底部Beiwu Rd  Qianbei Auto city  Zunnan AV  bozhou district  Zunyi  Guizhou,销售：0851-28427999;服务：0851-28442159,563000,江苏省,320000,淮安市,320800,盱眙县,320830,,0851-28427999,,,,,,,销售：0851-28427999;服务：0851-28442159,淮安市,50720,,0851-28427999,0851-28427999,,,,,,0851-28442159,2020-11-09 15:02:00,2020-11-09 15:02:00,A16775,
696,,滨州京福汽车销售服务有限公司,"118.04436178969901,37.41335033655802",,滨州市渤海五路758号,销售：;服务：0543-5080001,256600,山东省,370000,滨州市,371600,滨城区,371602,,,,,,,,,销售：;服务：0543-5080001,滨州市,10960,,0543-5080001,0543-5080001,,,,,,0543-5080001,2020-11-09 15:02:00,2020-11-09 15:02:00,A16536,
697,,玉林市桂福汽车销售服务有限责任公司,"110.15168724695283,22.618291002516163",,玉林市玉州区玉容公路（人民东路中国石化玉林第九加油站斜对面）Yurong Road  Yuzhou District  Yulin City (Opposite to the 9th Gas Station of Sinopec Yulin  Renmin East Road),销售：0775-2620666;服务：0775-2621866,537000,广西壮族自治区,450000,玉林市,450900,玉州区,450902,,0775-2620666,,,,,,,销售：0775-2620666;服务：0775-2621866,玉林市,30750,,0775-2620666,0775-2620666,,,,,,0775-2621866,2020-11-09 15:02:00,2020-11-09 15:02:00,A15777,
698,,肇庆美轮庆福汽车有限公司,"112.51882849930603,23.11325627671743",,肇庆市迎宾大道（过境公路）肇庆学院东侧East of Zhaoqing Academy  Yingbin Ave. Zhaoqing,销售：;服务：0758-2777833,526040,广东省,440000,肇庆市,441200,端州区,441202,,,,,,,,,销售：;服务：0758-2777833,肇庆市,30870,,0758-2777833,0758-2777833,,,,,,0758-2777833,2020-11-09 15:02:00,2020-11-09 15:02:00,A17115,
699,,辽宁福安特汽车有限公司,"119.6654064147016,27.09710815951469",,鞍山市铁西区千山西路71号,销售：0412-8838222;服务：0412-8437590,114000,福建省,350000,宁德市,350900,福安市,350981,,0412-8838222,,,,,,,销售：0412-8838222;服务：0412-8437590,宁德市,11210,,0412-8838222,0412-8838222,,,,,,0412-8437590,2020-11-09 15:02:00,2020-11-09 15:02:00,A18016,
700,,荆州市民福汽车销售服务有限公司,"112.22060270606735,30.377633039202372",,荆州市荆州区荆州大道45号,销售：;服务：0716-8403773,434000,湖北省,420000,荆州市,421000,荆州区,421003,,,,,,,,,销售：;服务：0716-8403773,荆州市,20950,,0716-8403773,0716-8403773,,,,,,0716-8403773,2020-11-09 15:02:00,2020-11-09 15:02:00,A16855,
701,,烟台裕华汽车服务有限公司,"121.22970057886404,37.56216480443306",,烟台市开发区北京南路2-8（与云龙山路交叉口南50米）2-8 Beijing South Road  Yantai Development Zone,销售：0535-6116000;服务：0535-6116222,264006,山东省,370000,烟台市,370600,福山区,370611,,0535-6116000,,,,,,,销售：0535-6116000;服务：0535-6116222,烟台市,10390,,0535-6116000,0535-6116000,,,,,,0535-6116222,2020-11-09 15:02:00,2020-11-09 15:02:00,A06153,
702,,泰安北方福泰汽车销售服务有限公司,"117.05800541697461,36.17040617867772",,泰安市岱岳区泰东路泰山国际汽车城（东首第一家）Taishan International Automobile City  Taidong Road  Daiyue District  Taian City,销售：0538-8569811;服务：0538-8561528,271000,山东省,370000,泰安市,370900,岱岳区,370911,,0538-8569811,,,,,,,销售：0538-8569811;服务：0538-8561528,泰安市,10430,,0538-8569811,0538-8569811,,,,,,0538-8561528,2020-11-09 15:02:00,2020-11-09 15:02:00,A07097,
703,,唐山市冀东兴业汽车销售服务有限公司,"118.2210780844634,39.6048048222474",,唐山市路南区唐柏路化学厂南行200米 Tangbo Rd.  Lunan District  Tangshan,销售：0315-2969626;服务：0315-2969621,063001,河北省,130000,唐山市,130200,路南区,130202,,0315-2969626,,,,,,,销售：0315-2969626;服务：0315-2969621,唐山市,10700,,0315-2969626,0315-2969626,,,,,,0315-2969621,2020-11-09 15:02:00,2020-11-09 15:02:00,A08412,
704,,运城市韩韩汽车销售服务有限公司,"110.98877792784157,35.044760916645515",,运城市圣惠路关公向北200米,销售：0359-2197777;服务：0359-2197222,044000,山西省,140000,运城市,140800,盐湖区,140802,,0359-2197777,,,,,,,销售：0359-2197777;服务：0359-2197222,运城市,10540,,0359-2197777,0359-2197777,,,,,,0359-2197222,2020-11-09 15:02:00,2020-11-09 15:02:00,A08292,
705,,东营鑫旺汽车销售有限公司,"118.44815393624351,37.49312443615907",,东营市北二路西首郝家工贸园,销售：0546-2387878/2387979;服务：0546-8080639,257000,山东省,370000,东营市,370500,东营区,370502,,0546-2387878/2387979,,,,,,,销售：0546-2387878/2387979;服务：0546-8080639,东营市,10450,,0546-2387878/2387979,0546-2387878/2387979,,,,,,0546-8080639,2020-11-09 15:02:00,2020-11-09 15:02:00,A08452,
706,,枣庄福泰光明汽车销售服务有限公司,"117.56604327945594,34.86751044914961",,枣庄市市中区建华西路151号,销售：0632-3393699/3392699Service: 0632-3066119;服务：0632-3066110,277100,山东省,370000,枣庄市,370400,市中区,370402,,0632-3393699/3392699Service: 0632-3066119,,,,,,,销售：0632-3393699/3392699Service: 0632-3066119;服务：0632-3066110,枣庄市,10480,,0632-3393699/3392699Service: 0632-3066119,0632-3393699/3392699Service: 0632-3066119,,,,,,0632-3066110,2020-11-09 15:02:00,2020-11-09 15:02:00,A09593,
707,,吉林省神驰汽车销售服务有限公司,"125.26318944990064,43.84137898698894",,长春市净月开发区天普路与生态东街交汇Acrossroads of East Shengtai Rd & Tianpu Rd  Jingyu district  Changchun,销售：0431-81911999;服务：0431-85553377,130000,吉林省,220000,长春市,220100,朝阳区,220104,,0431-81911999,,,,,,,销售：0431-81911999;服务：0431-85553377,长春市,10710,,0431-81911999,0431-81911999,,,,,,0431-85553377,2020-11-09 15:02:00,2020-11-09 15:02:00,A03884,
708,,包头金福汽车销售服务有限公司,"109.90263260376824,40.6444659515503",,包头市稀土开发区稀土路4号恒通汽车城福特4S店,销售：0472-2207958;服务：0472-2207962,014030,内蒙古自治区,150000,包头市,150200,青山区,150204,,0472-2207958,,,,,,,销售：0472-2207958;服务：0472-2207962,包头市,10920,,0472-2207958,0472-2207958,,,,,,0472-2207962,2020-11-09 15:02:00,2020-11-09 15:02:00,A05833,
709,,湖南华隆汽车销售服务有限公司,"114.00970971765422,22.53971934319701",,湖南省长沙市三一大道311号（四方坪）,销售：;服务：0731-2818077,410008,广东省,440000,深圳市,440300,福田区,440304,,,,,,,,,销售：;服务：0731-2818077,深圳市,30520,,0731-2818077,0731-2818077,,,,,,0731-2818077,2020-11-09 15:02:00,2020-11-09 15:02:00,A04172,
710,,株洲宏福汽车销售服务有限公司,"113.17343740859899,27.872028548876024",,株洲市红港路汽车城品牌区Car City Brand Area  Hongguang Rd  Zhuzhou,销售：0731-28484848;服务：0731-28485518,412000,湖南省,430000,株洲市,430200,荷塘区,430202,,0731-28484848,,,,,,,销售：0731-28484848;服务：0731-28485518,株洲市,30550,,0731-28484848,0731-28484848,,,,,,0731-28485518,2020-11-09 15:02:00,2020-11-09 15:02:00,A11395,
711,,常德市日福汽车销售服务有限公司,"111.69473997814633,29.078326961824036",,湖南省常德市武陵区常德大道3555号No. 3555  Changde Avenue  Wuling District  Changde City  Hunan Province,销售：0736-7155888;服务：0736-7075556,415000,湖南省,430000,常德市,430700,武陵区,430702,,0736-7155888,,,,,,,销售：0736-7155888;服务：0736-7075556,常德市,30560,,0736-7155888,0736-7155888,,,,,,0736-7075556,2020-11-09 15:02:00,2020-11-09 15:02:00,A13695,
712,,衡阳市天禧汽车销售服务有限公司,"112.59307668849249,26.88093628439945",,衡阳市蒸湘区外环西路杨柳收费站旁Next to Yangliu Toll Gate  West External Ring Rd. Zhengxiang District. Hengyang,销售：0734-8169559;服务：0734-8392666,421001,湖南省,430000,衡阳市,430400,蒸湘区,430408,,0734-8169559,,,,,,,销售：0734-8169559;服务：0734-8392666,衡阳市,30570,,0734-8169559,0734-8169559,,,,,,0734-8392666,2020-11-09 15:02:00,2020-11-09 15:02:00,A14515,
713,,德州福特宝汽车销售服务有限公司,"116.37797082325669,37.4482205890666",,德州市新河路国际汽车城（钢材市场东临）,销售：;服务：0534-2632333,253000,山东省,370000,德州市,371400,德城区,371402,,,,,,,,,销售：;服务：0534-2632333,德州市,10590,,0534-2632333,0534-2632333,,,,,,0534-2632333,2020-11-09 15:02:00,2020-11-09 15:02:00,A13238,
714,,深圳市易达汽车技术服务有限公司,"114.04887216133562,22.549516856668287",,深圳市福田区红荔西路联合华鹏汽车广场C2-1号C2-1  Huapeng Auto Square  West Hongli Rd  Futian district  Shenzhen,销售：0755-83980801;服务：0755-83175068,518034,广东省,440000,深圳市,440300,福田区,440304,,0755-83980801,,,,,,,销售：0755-83980801;服务：0755-83175068,深圳市,30120,,0755-83980801,0755-83980801,,,,,,0755-83175068,2020-11-09 15:02:00,2020-11-09 15:02:00,A02155,
715,,广州瀚福汽车销售服务有限公司,"113.43651841440818,23.11673223390529",,广州市天河区汇彩路12号商铺No. 12 Huicai Rd  Tianhe district  Guangzhou,销售：020-82011188;服务：020-82011988,510660,广东省,440000,广州市,440100,黄埔区,440112,,020-82011188,,,,,,,销售：020-82011188;服务：020-82011988,广州市,30210,,020-82011188,020-82011188,,,,,,020-82011988,2020-11-09 15:02:00,2020-11-09 15:02:00,A02161,
716,,广东浩伟汽车发展有限公司,"114.00883624423007,22.53927542217358",,广州市白云大道北113号,销售：020-36403438;服务：020-36402432,510420,广东省,440000,深圳市,440300,福田区,440304,,020-36403438,,,,,,,销售：020-36403438;服务：020-36402432,深圳市,30230,,020-36403438,020-36403438,,,,,,020-36402432,2020-11-09 15:02:00,2020-11-09 15:02:00,A02181,
717,,东莞市冠骏汽车销售服务有限公司,"113.83594331689737,23.03643796600372",,东莞市寮步镇香市路塘唇路段Tangchun section of Xiangshi Rd  Liaobu town  Dongguan,销售：;服务：0769-83236777,523413,广东省,440000,东莞市,441900,,441900,,,,,,,,,销售：;服务：0769-83236777,东莞市,30310,,0769-83236777,0769-83236777,,,,,,0769-83236777,2020-11-09 15:02:00,2020-11-09 15:02:00,A02156,
718,,佛山市合福汽车销售服务有限公司,"113.25158418048267,22.862269973834564",,佛山市顺德区广珠公路大良新松路段Guangzhu Rd.Xinsong Section Shunde District  Foshan City,销售：0757-22383628;服务：0757-22310697,528300,广东省,440000,佛山市,440600,顺德区,440606,,0757-22383628,,,,,,,销售：0757-22383628;服务：0757-22310697,佛山市,30320,,0757-22383628,0757-22383628,,,,,,0757-22310697,2020-11-09 15:02:00,2020-11-09 15:02:00,A04515,
719,,厦门信达汽车销售服务有限公司,"118.1493423172727,24.537041033416372",,厦门市湖里区枋钟路1719号1719 Fangzhong Road  Huli District  Xiamen,销售：;服务：0592-5738588,361009,福建省,350000,厦门市,350200,湖里区,350206,,,,,,,,,销售：;服务：0592-5738588,厦门市,30420,,0592-5738588,0592-5738588,,,,,,0592-5738588,2020-11-09 15:02:00,2020-11-09 15:02:00,A04532,
720,,中山市精文汽车贸易有限公司,"113.34055019211429,22.584987303592634",,广东省中山市西区彩虹大道72号No.72 Caihong Road  Zhongshang West Distric  Guangdong,销售：;服务：0760-8166290,528411,广东省,440000,中山市,442000,,442000,,,,,,,,,销售：;服务：0760-8166290,中山市,30850,,0760-8166290,0760-8166290,,,,,,0760-8166290,2020-11-09 15:02:00,2020-11-09 15:02:00,A14795,
721,,广西弘嘉汽车销售服务有限公司,"119.758878356398,31.659784291798193",,广西南宁国凯大道与钦州路交汇处Acrossroads of Qinzhou Rd & Guokai Av  Nanning  Guangxi,销售：0771-4922555;服务：0711-4923462,530002,江苏省,320000,常州市,320400,武进区,320412,,0771-4922555,,,,,,,销售：0771-4922555;服务：0711-4923462,常州市,30710,,0771-4922555,0771-4922555,,,,,,0711-4923462,2020-11-09 15:02:00,2020-11-09 15:02:00,A04613,
722,,衡水和勤汽车销售服务有限公司,"116.25514973155069,37.69612710301422",,衡水市胜利西路2226号（胜利西路与昌明大街转盘西行300米路南）No.2226  West Shengli Rd. Hengshui,销售：0318-5553888;服务：0318-5556800,053000,河北省,130000,衡水市,131100,景县,131127,,0318-5553888,,,,,,,销售：0318-5553888;服务：0318-5556800,衡水市,11640,,0318-5553888,0318-5553888,,,,,,0318-5556800,2020-11-09 15:02:00,2020-11-09 15:02:00,A17975,
723,,河北信达汽车贸易有限公司,"117.21642003404659,39.1605378637006",,石家庄市北二环东路86号No. 86  East Rd. North 2nd Ring Rd. Shijiazhuang,销售：0311-85663332;服务：0311-85663363,050000,天津市,120000,天津市,120100,河北区,120105,,0311-85663332,,,,,,,销售：0311-85663332;服务：0311-85663363,天津市,11610,,0311-85663332,0311-85663332,,,,,,0311-85663363,2020-11-09 15:02:00,2020-11-09 15:02:00,A17158,
724,,福州汇京福瑞汽车贸易有限公司,"119.3419844941497,25.725430609251895",,福清市宏路镇清荣大道与福政路交叉路Roadcross between Qingrong Ave&Fuzheng Rd. Honglu Town  Fuqing,销售：0591-28391999;服务：0591-28393080,350300,福建省,350000,福州市,350100,福清市,350181,,0591-28391999,,,,,,,销售：0591-28391999;服务：0591-28393080,福州市,31410,,0591-28391999,0591-28391999,,,,,,0591-28393080,2020-11-09 15:02:00,2020-11-09 15:02:00,A18795,
725,,河源市标特共成汽车贸易有限公司,"114.71366368805351,23.721988685408725",,河源市河源大道南65号（风光油站旁）No.65 South Heyuan Avenue  Heyuan City (next to Fengguang Oil Station),销售：0762-3838666;服务：0762-3838610,517000,广东省,440000,河源市,441600,源城区,441602,,0762-3838666,,,,,,,销售：0762-3838666;服务：0762-3838610,河源市,30900,,0762-3838666,0762-3838666,,,,,,0762-3838610,2020-11-09 15:02:00,2020-11-09 15:02:00,A20240,
726,,汉中惠福汽车销售服务有限公司,"107.03505514455064,33.10826959603651",,陕西省汉中市石马坡北200米Shimapo  Hanzhong  Shaanxi Province,销售：0916-2800777/2800788;服务：0916-2800733,723000,陕西省,610000,汉中市,610700,汉台区,610702,,0916-2800777/2800788,,,,,,,销售：0916-2800777/2800788;服务：0916-2800733,汉中市,50500,,0916-2800777/2800788,0916-2800777/2800788,,,,,,0916-2800733,2020-11-09 15:02:00,2020-11-09 15:02:00,A21536,
727,,三亚安好汽车销售服务有限公司,"109.58604977977113,18.293965200288522",,海南省三亚市田独镇干沟村 Gangou Viallage  Tiandu town  Sanya,销售：0898-88657922;服务：0898-88657990,572011,海南省,460000,三亚市,460200,吉阳区,460203,,0898-88657922,,,,,,,销售：0898-88657922;服务：0898-88657990,三亚市,30860,,0898-88657922,0898-88657922,,,,,,0898-88657990,2020-11-09 15:02:00,2020-11-09 15:02:00,A15895,
728,,安阳市顺达尔汽车贸易有限公司,"114.43225070841673,36.06405878370924",,安阳市文峰区光明路与长江路交叉口西北角(豫北汽车市场) Acrossroads of Guangming Rd & Changjiang Rd  Wenfeng district  Anyang,销售：0372-5970000;服务：0372-2101010,455000,河南省,410000,安阳市,410500,安阳县,410522,,0372-5970000,,,,,,,销售：0372-5970000;服务：0372-2101010,安阳市,21520,,0372-5970000,0372-5970000,,,,,,0372-2101010,2020-11-09 15:02:00,2020-11-09 15:02:00,A19780,
729,,赣州华美行汽车销售服务有限公司,"114.9049789580776,25.851340397625375",,赣州市经济技术开发区金谭大道Jintan Ave. Economic Development Distr. Ganzhou  Jiangxi Province,销售：;服务：0797-8308811,341000,江西省,360000,赣州市,360700,章贡区,360702,,,,,,,,,销售：;服务：0797-8308811,赣州市,30640,,0797-8308811,0797-8308811,,,,,,0797-8308811,2020-11-09 15:02:00,2020-11-09 15:02:00,A21375,
730,,上海格林威中环汽车销售服务有限公司,"121.56390987407951,31.32263136875902",,上海市杨浦区军工路1488号,销售：021-55787771;服务：021-55787772,200433,上海市,310000,上海市,310100,杨浦区,310110,,021-55787771,,,,,,,销售：021-55787771;服务：021-55787772,上海市,21220,,021-55787771,021-55787771,,,,,,021-55787772,2020-11-09 15:02:00,2020-11-09 15:02:00,A20595,
731,,河南捷成汽车贸易有限公司,"101.63059482423775,34.74519930941983",,开封市魏都西路2号 No. 2 West Weidu Rd  Kaifeng,销售：0371-23701111;服务：0371-28888306,475003,青海省,630000,黄南藏族自治州,632300,河南蒙古族自治县,632324,,0371-23701111,,,,,,,销售：0371-23701111;服务：0371-28888306,黄南藏族自治州,21530,,0371-23701111,0371-23701111,,,,,,0371-28888306,2020-11-09 15:02:00,2020-11-09 15:02:00,A20378,
732,,铁岭福和通汽车销售服务有限公司,"123.78317664027068,42.23163337469789",,辽宁省铁岭市经济开发区机动车交易市场园区长江东路5号,销售：;服务：024-74292004,112608,辽宁省,210000,铁岭市,211200,铁岭县,211221,,,,,,,,,销售：;服务：024-74292004,铁岭市,11230,,024-74292004,024-74292004,,,,,,024-74292004,2020-11-09 15:02:00,2020-11-09 15:02:00,A21117,
733,,德阳万星汽车销售服务有限公司,"104.42646698535629,31.09578971161485",,德阳市庐山南路三段39号No.39  3rd Section  South Lushan Rd.  Deyang,销售：0838-2600337;服务：0838-2659633,618000,四川省,510000,德阳市,510600,旌阳区,510603,,0838-2600337,,,,,,,销售：0838-2600337;服务：0838-2659633,德阳市,50520,,0838-2600337,0838-2600337,,,,,,0838-2659633,2020-11-09 15:02:00,2020-11-09 15:02:00,A16196,
734,,江门市福恒汽车销售服务有限公司,"113.08860082410848,22.628516414474753",,江门市建设三路54号No.54 Construction Third Road Jiangmen City,销售：;服务：0750-3283238,529000,广东省,440000,江门市,440700,蓬江区,440703,,,,,,,,,销售：;服务：0750-3283238,江门市,31380,,0750-3283238,0750-3283238,,,,,,0750-3283238,2020-11-09 15:02:00,2020-11-09 15:02:00,A22475,
735,,青岛康安捷汽车销售服务有限公司,"119.95151617811776,36.78775875142789",,青岛市平度市青岛路467号No. 467  Qingdao Rd  Pingdu  Qingdao,销售：0532-68082999;服务：0532-68082608,266000,山东省,370000,青岛市,370200,平度市,370283,,0532-68082999,,,,,,,销售：0532-68082999;服务：0532-68082608,青岛市,11710,,0532-68082999,0532-68082999,,,,,,0532-68082608,2020-11-09 15:02:00,2020-11-09 15:02:00,A23035,
736,,邵阳市宝迪汽车销售服务有限公司,"111.53347115587718,27.25497315623809",,邵阳市双清区邵阳大道与东连接线交叉口Intersection of Shaoyang Avenue and East Link in Shuangqing District  Shaoyang City,销售：;服务：0739-5220000,422000,湖南省,430000,邵阳市,430500,双清区,430502,,,,,,,,,销售：;服务：0739-5220000,邵阳市,31530,,0739-5220000,0739-5220000,,,,,,0739-5220000,2020-11-09 15:02:00,2020-11-09 15:02:00,A20295,
737,,山西昌福汽车服务有限公司,"117.39098866049346,40.64719860776128",,太原市平阳南路88号No.88 Pingyang South Road Taiyuan.,销售：0351-7421778;服务：0351-7998082,030032,北京市,110000,北京市,110100,密云区,110118,,0351-7421778,,,,,,,销售：0351-7421778;服务：0351-7998082,北京市,10860,,0351-7421778,0351-7421778,,,,,,0351-7998082,2020-11-09 15:02:00,2020-11-09 15:02:00,A14697,
738,,如皋福联汽车贸易有限公司,"120.56891128225277,32.36775010705741",,江苏省南通市如皋市如城街道惠政西路18号No. 18  Huizheng West Road  Rucheng Street  Rugao City  Nantong City  Jiangsu Province,销售：0513-80553131;服务：0513-80553137,226500,江苏省,320000,南通市,320600,如皋市,320682,,0513-80553131,,,,,,,销售：0513-80553131;服务：0513-80553137,南通市,21180,,0513-80553131,0513-80553131,,,,,,0513-80553137,2020-11-09 15:02:00,2020-11-09 15:02:00,A22875,
